,doi,subject
75,s41598-020-77821-5,Metamaterials
76,s41598-020-80123-5,Behavioural ecology
77,s41598-020-80123-5,Ecology
78,s41598-020-80123-5,Entomology
79,s41598-020-80123-5,Fungi
80,s41598-020-80123-5,Microbiology
81,s41598-020-80123-5,Plant physiology
82,s41598-020-80123-5,Plant sciences
83,s41598-020-80123-5,Zoology
84,s41598-020-79755-4,Chemical biology
85,s41598-020-79755-4,Ecology
86,s41598-020-79755-4,Limnology
87,s41598-020-79859-x,Biomarkers
88,s41598-020-79859-x,Endocrinology
89,s41598-020-79859-x,Health occupations
90,s41598-020-79859-x,Neuroendocrinology
91,s41598-020-79859-x,Psychology
92,s41598-020-79859-x,Steroid hormones
93,s41598-020-79878-8,Microbiology
94,s41598-020-79878-8,Plant sciences
95,s41598-020-79720-1,Molecular evolution
96,s41598-020-79720-1,Population genetics
0,s43247-020-00060-z,Atmospheric science
1,s43247-020-00060-z,Natural hazards
2,s43016-020-0127-5,Environmental impact
3,s43016-020-0127-5,Environmental social sciences
4,s43016-020-0030-0,Biochemistry
5,s43016-020-0030-0,Chemical biology
6,s43016-020-0030-0,Diseases
7,s43016-020-0030-0,Health care
8,s43016-020-0030-0,Molecular biology
9,s43246-020-00070-6,Electrocatalysis
10,s43246-020-00070-6,Surfaces
11,s43246-020-00070-6, interfaces and thin films
12,s43247-020-00023-4,Palaeoceanography
13,s43247-020-00023-4,Palaeoclimate
14,s43246-020-00069-z,Bioinspired materials
15,s43246-020-00069-z,Colloids
16,s43246-020-00069-z,Liquid crystals
17,s43246-020-00069-z,Photonic crystals
18,s43246-020-00067-1,Mechanical properties
19,s43246-020-00067-1,Soft materials
20,s43017-020-0070-x,Natural hazards
21,s43017-020-0070-x,Seismology
22,s43246-019-0002-9,Nanophotonics and plasmonics
23,s43246-019-0002-9,Optical properties and devices
24,s43246-019-0003-8,Integrated optics
25,s43246-019-0003-8,Mid-infrared photonics
26,s43246-019-0003-8,Optics and photonics
27,s43246-019-0004-7,Design
28,s43246-019-0004-7, synthesis and processing
29,s43246-019-0004-7,Fuel cells
30,s43017-020-0069-3,Climate-change mitigation
31,s43016-020-0090-1,
32,s43017-020-0051-0,Natural hazards
33,s43017-020-0051-0,Seismology
34,s43017-020-0051-0,Tectonics
35,s43016-020-0053-6,Cell biology
36,s43016-020-0053-6,Molecular biology
37,s43017-020-0052-z,Palaeoclimate
38,s43017-020-0052-z,Petrology
39,s43017-020-0052-z,Volcanology
40,s43017-020-0047-9,Environmental impact
41,s43017-020-0047-9,Natural hazards
42,s43018-020-0033-7,Cancer
43,s43018-020-0033-7,Cancer genetics
44,s43018-020-0033-7,Cancer genomics
45,s43018-020-0033-7,Computational biology and bioinformatics
46,s43018-020-0033-7,Medical genetics
47,s43017-019-0017-2,Earth and environmental sciences
48,s43247-020-00025-2,Element cycles
49,s43247-020-00025-2,Geochemistry
50,s43247-020-00020-7,Element cycles
51,s43247-020-00020-7,Environmental impact
52,s43247-020-00020-7,Hydrology
53,s43247-020-00021-6,Geophysics
54,s43247-020-00021-6,Seismology
55,s43247-020-00022-5,Atmospheric chemistry
56,s43247-020-00022-5,Atmospheric dynamics
57,s43247-020-00022-5,Natural hazards
58,s43246-020-00068-0,Photocatalysis
59,s43016-020-0136-4,Agriculture
60,s43016-020-0136-4,Business and industry
61,s43016-020-0136-4,Developing world
62,s43016-020-0136-4,Health humanities
63,s43016-020-0136-4,Planetary science
64,s43018-020-0049-z,Melanoma
65,s43018-020-0049-z,Tumour immunology
66,s43017-020-0045-y,Natural hazards
67,s43017-020-0045-y,Petrology
68,s43017-020-0045-y,Volcanology
69,s43016-020-0054-5,Animal behaviour
70,s43016-020-0054-5,Infectious-disease diagnostics
71,s43016-020-0055-4,Stress and resilience
72,s43246-020-00066-2,Bioinspired materials
73,s43246-020-00066-2,Biomedical engineering
74,s43246-020-00066-2,Fluid dynamics
75,s43246-020-00066-2,Thrombosis
76,s43246-020-00065-3,Techniques and instrumentation
77,s43246-020-00065-3,Wetting
0,s41598-020-79395-8,Civil engineering
1,s41598-020-79395-8,Environmental monitoring
2,s41598-020-79395-8,Pollution remediation
3,s41598-020-79100-9,Health services
4,s41598-020-79100-9,Paediatric research
5,s41598-020-79100-9,Public health
6,s41598-020-79108-1,Attention
7,s41598-020-79108-1,Human behaviour
8,s41598-020-79009-3,Health care
9,s41598-020-79009-3,Physiology
10,s41598-020-79037-z,Comparative genomics
11,s41598-020-79037-z,Developmental biology
12,s41598-020-79037-z,Genetics
13,s41598-020-79037-z,Genomics
14,s41598-020-79037-z,Morphogenesis
15,s41598-020-79430-8,Imaging and sensing
16,s41598-020-79430-8,Software
17,s41598-020-79028-0,Computational biology and bioinformatics
18,s41598-020-79028-0,Mathematics and computing
19,s41598-020-79056-w,Animal disease models
20,s41598-020-79056-w,Cardiovascular biology
21,s41598-020-79056-w,Cardiovascular diseases
22,s41598-020-79251-9,Mechanism of action
23,s41598-020-79251-9,X-ray crystallography
24,s41598-020-78973-0,Characterization and analytical techniques
25,s41598-020-78973-0,Electronic properties and materials
26,s41598-020-78973-0,Imaging techniques
27,s41598-020-78973-0,Scanning electron microscopy
28,s41598-020-79188-z,Catalyst synthesis
29,s41598-020-79188-z,Chemistry
30,s41598-020-79188-z,Heterogeneous catalysis
31,s41598-020-78563-0,Environmental sciences
32,s41598-020-78563-0,Limnology
33,s41598-020-78987-8,Biomedical engineering
34,s41598-020-78987-8,Tissue engineering
35,s41598-020-79171-8,Biochemistry
36,s41598-020-79171-8,Cytokines
37,s41598-020-79171-8,DNA
38,s41598-020-79171-8,Immunology
39,s41598-020-79171-8,Microbiology
40,s41598-020-79171-8,Neurology
41,s41598-020-79179-0,Climate-change impacts
42,s41598-020-79179-0,Plant stress responses
43,s41598-020-78695-3,Heat
44,s41598-020-78695-3,Lipidomics
45,s41598-020-78695-3,Plant physiology
46,s41598-020-79190-5,Diagnostic markers
47,s41598-020-79190-5,Magnetic resonance imaging
48,s41598-020-79190-5,Spinal cord diseases
49,s41598-020-79214-0,Cardiology
50,s41598-020-79214-0,Interventional cardiology
51,s41598-020-79327-6,Biophysics
52,s41598-020-79327-6,Structural biology
53,s41598-020-79228-8,Epidemiology
54,s41598-020-79228-8,Public health
55,s41598-020-79228-8,Trauma
56,s41598-020-78631-5,Predictive markers
57,s41598-020-78631-5,Pregnancy outcome
58,s41598-020-78631-5,Statistics
59,s41598-020-78631-5,Ultrasound
60,s41598-020-79035-1,Epidemiology
61,s41598-020-79035-1,Viral infection
62,s41598-020-79247-5,Animal behaviour
63,s41598-020-79247-5,Neuroscience
64,s41598-020-79148-7,Climate and Earth system modelling
65,s41598-020-79148-7,Computational science
66,s41598-020-79148-7,Computer science
67,s41598-020-79148-7,Projection and prediction
68,s41598-020-79148-7,Statistics
69,s41598-020-79049-9,Biomarkers
70,s41598-020-79049-9,Cancer
71,s41598-020-79049-9,Gastrointestinal cancer
72,s41598-020-79049-9,Gastrointestinal diseases
73,s41598-020-79049-9,Oncology
74,s41598-020-79049-9,Translational research
75,s41598-020-78469-x,Data integration
76,s41598-020-78469-x,Databases
77,s41598-020-79379-8,Translation
78,s41598-020-79379-8,Tumour-suppressor proteins
79,s41598-020-79400-0,Diseases
80,s41598-020-79400-0,Drug discovery
81,s41598-020-79400-0,Medical research
82,s41598-020-79400-0,Molecular biology
83,s41598-020-79400-0,Pathogenesis
84,s41598-020-79400-0,Plant sciences
85,s41598-020-79301-2,Biochemistry
86,s41598-020-79301-2,Cell biology
87,s41598-020-79301-2,Molecular biology
88,s41598-020-79301-2,Physiology
89,s41598-020-78994-9,Climate change
90,s41598-020-78994-9,Hydrology
91,s41598-020-79299-7,Circadian regulation
92,s41598-020-79299-7,Circadian rhythms and sleep
93,s41598-020-79299-7,Epidemiology
94,s41598-020-79221-1,Adverse effects
95,s41598-020-79221-1,Fixed appliances
96,s41598-020-79221-1,Predictive markers
0,s41550-019-0998-2,Astronomy and astrophysics
1,s41550-019-0998-2,Cosmology
2,s41550-019-0998-2,Galaxies and clusters
3,s41550-019-0998-2,Statistics
4,s41550-020-1169-1,Astronomy and planetary science
5,s41550-020-1169-1,Business and industry
6,s41550-020-1169-1,Climate change
7,s41550-020-1169-1,Energy and behaviour
8,s41550-020-1169-1,Ethics
9,s41550-019-0999-1,Dark energy and dark matter
10,s41550-019-0999-1,Galaxies and clusters
11,s41893-020-00607-0,Business and industry
12,s41893-020-00607-0,Civil engineering
13,s41893-020-00607-0,Scientific community and society
14,s41893-020-00607-0,Sustainability
15,s41528-020-0079-8,Applied physics
16,s41528-020-0079-8,Batteries
17,s41528-020-0079-8,Electrical and electronic engineering
18,s41528-020-0079-8,Electrochemistry
19,s41559-020-1165-y,Developmental biology
20,s41559-020-1165-y,Evolution
21,s41559-020-1165-y,Evolutionary genetics
22,s41559-020-1165-y,Molecular evolution
23,s41699-020-0156-9,Nanophotonics and plasmonics
24,s41699-020-0156-9,Photonic crystals
25,s41699-020-0155-x,Materials for optics
26,s41699-020-0155-x,Two-dimensional materials
27,s41559-020-1170-1,Antimicrobials
28,s41559-020-1170-1,Evolutionary genetics
29,s41559-020-1170-1,Experimental evolution
30,s41559-020-1170-1,Microbial genetics
31,s41559-020-1176-8,Biodiversity
32,s41559-020-1176-8,Biogeography
33,s41559-020-1176-8,Community ecology
34,s41559-020-1176-8,Conservation biology
35,s41559-020-1176-8,Ecology
36,s41551-020-0546-5,Assay systems
37,s41551-020-0546-5,Renal replacement therapy
38,s41559-020-1171-0,Climate-change ecology
39,s41559-020-1171-0,Ecosystem ecology
40,s41559-020-01313-y,Careers
41,s41559-020-01313-y,Ecology
42,s41559-020-01313-y,Environmental sciences
43,s41559-020-01313-y,Environmental social sciences
44,s41562-020-00990-w,Human behaviour
45,s41562-020-00990-w,Psychology
46,s41550-020-1191-3,Asteroids
47,s41550-020-1191-3, comets and Kuiper belt
48,s41550-020-1191-3,Astrobiology
49,s41550-020-1191-3,Inner planets
50,s41550-020-1185-1,Stars
51,s41550-020-1185-1,Stellar evolution
52,s41550-020-1185-1,Transient astrophysical phenomena
53,s41550-020-1189-x,Cosmology
54,s41550-020-1189-x,Dark energy and dark matter
55,s41562-020-0932-8,Human behaviour
56,s41562-020-0932-8,Social policy
57,s41551-020-0580-3,Biotechnology
58,s41551-020-0580-3,Cancer prevention
59,s41551-020-0580-3,Synthetic biology
60,s41570-020-00222-9,Catalytic mechanisms
61,s41570-020-00222-9,Stereochemistry
62,s41559-020-1163-0,Biodiversity
63,s41559-020-1163-0,Climate-change ecology
64,s41550-020-1149-5,Exoplanets
65,s41550-020-1149-5,Giant planets
66,s41550-020-1149-5,Rings and moons
67,s41699-020-00171-3,Electronic devices
68,s41699-020-00171-3,Two-dimensional materials
69,s41562-020-0898-6,Complex networks
70,s41562-020-0898-6,Infectious diseases
71,s41528-020-00092-7,Electrical and electronic engineering
72,s41528-020-00092-7,Materials for devices
73,s41559-020-1198-2,Biogeography
74,s41559-020-1198-2,Climate-change ecology
75,s41559-020-1198-2,Macroecology
76,s41551-020-0563-4,Cancer immunotherapy
77,s41551-020-0563-4,Lymphatic vessels
78,s41551-020-0563-4,Peptide vaccines
79,s41551-020-0563-4,Protein vaccines
80,s41551-020-0563-4,Tumour vaccines
81,s41559-020-1209-3,Evolutionary genetics
82,s41559-020-1209-3,Forestry
83,s41559-020-1209-3,Genomics
84,s41559-020-1209-3,Phylogenetics
85,s41559-020-1209-3,Plant genetics
86,s41559-020-1155-0,Evolutionary ecology
87,s41559-020-1155-0,Evolutionary theory
88,s41562-020-0837-6,Archaeology
89,s41562-020-0837-6,Human behaviour
90,s41559-020-1131-8,Evolution
91,s41559-020-1131-8,Functional genomics
92,s41559-020-1134-5,Biodiversity
93,s41559-020-1134-5,Community ecology
94,s41559-020-1134-5,Evolutionary ecology
95,s41559-020-1134-5,Experimental evolution
96,s41559-020-1134-5,Freshwater ecology
97,s41559-020-1158-x,Ecology
98,s41559-020-1158-x,Evolution
0,s41598-020-77771-y,Medical research
1,s41598-020-77771-y,Urology
2,s41598-020-77731-6,Animal disease models
3,s41598-020-77731-6,Medical research
4,s41598-020-77668-w,Cancer screening
5,s41598-020-77668-w,Predictive markers
6,s41598-020-77882-6,Cardiomyopathies
7,s41598-020-77882-6,Neuromuscular disease
8,s41598-020-77496-y,Ecology
9,s41598-020-77496-y,Environmental impact
10,s41598-020-77913-2,DNA
11,s41598-020-77913-2,Nucleic acids
12,s41598-020-77753-0,Metamaterials
13,s41598-020-77753-0,Optics and photonics
14,s41598-020-77244-2,Sarcoma
15,s41598-020-77244-2,Signs and symptoms
16,s41598-020-77802-8,Diesel fuel
17,s41598-020-77802-8,Natural gas
18,s41598-020-77786-5,Animal physiology
19,s41598-020-77786-5,Physiology
20,s41598-020-77350-1,Biological techniques
21,s41598-020-77350-1,Environmental sciences
22,s41598-020-77350-1,Optics and photonics
23,s41598-020-77350-1,Plant sciences
24,s41598-020-77270-0,Materials science
25,s41598-020-77270-0,Optics and photonics
26,s41598-020-77270-0,Physics
27,s41598-020-76888-4,Epidemiology
28,s41598-020-76888-4,Infectious diseases
29,s41598-020-76888-4,Respiratory tract diseases
30,s41598-020-76888-4,Risk factors
31,s41598-020-77211-x,Cell growth
32,s41598-020-77211-x,Cellular imaging
33,s41598-020-77390-7,Gastrointestinal models
34,s41598-020-77390-7,Inflammatory bowel disease
35,s41598-020-77390-7,Molecular medicine
36,s41598-020-77442-y,Devices for energy harvesting
37,s41598-020-77442-y,Energy harvesting
38,s41598-020-77442-y,Solar energy
39,s41598-020-77442-y,Solar thermal energy
40,s41598-020-77466-4,Antigen processing and presentation
41,s41598-020-77466-4,Machine learning
42,s41598-020-77466-4,MHC
43,s41598-020-77466-4,Proteome informatics
44,s41598-020-77466-4,Software
45,s41598-020-77466-4,Viral infection
46,s41598-020-77421-3,Neurology
47,s41598-020-77421-3,Neurophysiology
48,s41598-020-77633-7,Anatomy
49,s41598-020-77633-7,Biophysics
50,s41598-020-77633-7,Medical research
51,s41598-020-77341-2,Materials for devices
52,s41598-020-77341-2,Nanoscale materials
53,s41598-020-77341-2,Skin manifestations
54,s41598-020-76603-3,Cell biology
55,s41598-020-76603-3,Communication and replication
56,s41598-020-76603-3,Computational biology and bioinformatics
57,s41598-020-76603-3,Software
58,s41598-020-77629-3,Catalyst synthesis
59,s41598-020-77629-3,Heterogeneous catalysis
60,s41598-020-77560-7,Fracture repair
61,s41598-020-77560-7,Orthopaedics
62,s41598-020-77560-7,Trauma
63,s41598-020-77461-9,Agroecology
64,s41598-020-77461-9,Invasive species
65,s41598-020-77150-7,Neuropathic pain
66,s41598-020-77150-7,Peripheral neuropathies
67,s41598-020-77584-z,Endocrine system and metabolic diseases
68,s41598-020-77584-z,Endocrinology
69,s41598-020-77259-9,Cancer
70,s41598-020-77259-9,Genetics
71,s41598-020-77259-9,Neuroscience
72,s41598-020-77252-2,Cancer
73,s41598-020-77252-2,Urological cancer
74,s41598-020-77464-6,Plant breeding
75,s41598-020-77464-6,Plant development
76,s41598-020-77464-6,Plant physiology
77,s41598-020-77464-6,Secondary metabolism
78,s41598-020-77516-x,Chemical engineering
79,s41598-020-77516-x,Computational science
80,s41598-020-77516-x,Physical chemistry
81,s41598-020-77417-z,Antimicrobials
82,s41598-020-77417-z,Bacteria
83,s41598-020-77417-z,Microbial communities
0,s43017-020-0087-1,Atmospheric chemistry
1,s43017-020-0087-1,Environmental monitoring
2,s43017-020-0087-1,Sustainability
3,s43016-020-0125-7,
4,s43018-020-0064-0,Cancer
5,s43018-020-0064-0,Cancer microenvironment
6,s43018-020-0064-0,Metastasis
7,s43016-020-0123-9,
8,s43016-020-0122-x,Agroecology
9,s43016-020-0122-x,Agriculture
10,s43016-020-0122-x,Pollution remediation
11,s43017-020-0097-z,Ocean sciences
12,s43017-020-0097-z,Physical oceanography
13,s43016-020-0043-8,Ecology
14,s43016-020-0043-8,Environmental sciences
15,s43016-020-0043-8,Environmental social sciences
16,s43247-020-00031-4,Carbon cycle
17,s43247-020-00031-4,Soil microbiology
18,s43246-020-00077-z,Ferroelectrics and multiferroics
19,s43246-020-00077-z,Nonlinear optics
20,s43018-020-0099-2,Cancer
21,s43018-020-0099-2,Computational biology and bioinformatics
22,s43018-020-0060-4,Breast cancer
23,s43018-020-0060-4,Cancer
24,s43018-020-0060-4,Transcriptomics
25,s43018-020-0060-4,Tumour biomarkers
26,s43017-020-0096-0,Geomorphology
27,s43017-020-0096-0,Hydrology
28,s43017-020-0096-0,Sedimentology
29,s43016-020-0079-9,Geography
30,s43016-020-0079-9,Social policy
31,s43017-020-0082-6,Geomorphology
32,s43016-020-0104-z,Biochemical networks
33,s43016-020-0104-z,Biochemistry
34,s43016-020-0104-z,Chemical biology
35,s43016-020-0104-z,Complexity
36,s43016-020-0104-z,Molecular fluctuations
37,s43016-020-0086-x,Agriculture
38,s43016-020-0028-7,Agriculture
39,s43016-020-0028-7,Climate-change impacts
40,s43016-020-0028-7,Hydrology
41,s43016-020-0028-7,Water resources
42,s43018-019-0022-x,Skin cancer
43,s43018-019-0022-x,Tumour immunology
44,s43016-020-00142-3,Agriculture
45,s43016-020-00142-3,Complex networks
46,s43016-020-0029-6,Antibody fragment therapy
47,s43016-020-0029-6,Molecular engineering in plants
48,s43016-020-0029-6,Parasitic infection
49,s43247-020-00040-3,Geochemistry
50,s43247-020-00040-3,Palaeoclimate
51,s43247-020-00040-3,Sedimentology
52,s43017-020-0078-2,Atmospheric dynamics
53,s43017-020-0078-2,Climate and Earth system modelling
54,s43017-020-0078-2,Ocean sciences
55,s43017-020-0078-2,Projection and prediction
56,s43246-020-0028-z,Electronic devices
57,s43246-020-0028-z,Energy
58,s43017-020-0076-4,Petrology
59,s43017-020-0076-4,Precambrian geology
60,s43017-020-0095-1,Geochemistry
61,s43017-020-0095-1,Geodynamics
62,s43017-020-0095-1,Geology
63,s43017-020-0095-1,Tectonics
64,s43018-020-0053-3,Cancer microenvironment
65,s43018-020-0053-3,Myeloma
66,s43016-020-0060-7,Agriculture
67,s43016-020-0060-7,Water resources
68,s43018-020-0056-0,Non-small-cell lung cancer
69,s43018-020-0056-0,Translation
70,s43017-020-0074-6,Cryospheric science
71,s43017-020-0074-6,Geomorphology
72,s43017-020-0074-6,Tectonics
73,s43018-020-0054-2,Cancer stem cells
74,s43018-020-0054-2,Leukaemia
75,s43018-020-0054-2,RNA
76,s43018-020-0054-2,RNA metabolism
77,s43018-020-00122-3,Immunology
78,s43018-020-00122-3,Oncology
79,s43017-020-0075-5,Climate-change impacts
80,s43017-020-0075-5,Ecology
81,s43017-020-0075-5,Projection and prediction
0,s43017-020-00118-8,Earth and environmental sciences
1,s43016-020-00198-1,Agriculture
2,s43016-020-00198-1,Hydrology
3,s43016-020-00198-1,Sustainability
4,s43016-020-00198-1,Water resources
5,s43016-020-00194-5,Agriculture
6,s43016-020-00194-5,Conservation biology
7,s43016-020-00194-5,Economics
8,s43016-020-00194-5,Environmental economics
9,s43016-020-00194-5,Sustainability
10,s43016-020-00200-w,Agriculture
11,s43016-020-00200-w,Cultural and media studies
12,s43016-020-00200-w,Energy and society
13,s43016-020-00200-w,Energy science and technology
14,s43016-020-00200-w,Health humanities
15,s43587-020-00003-5,Alzheimer's disease
16,s43587-020-00003-5,Predictive markers
17,s43587-020-00003-5,Prognostic markers
18,s43016-020-00197-2,Agriculture
19,s43016-020-00197-2,Developing world
20,s43016-020-00197-2,Plant breeding
21,s43016-020-00197-2,Plant sciences
22,s43016-020-00207-3,
23,s43016-020-00205-5,Climate-change mitigation
24,s43016-020-00205-5,Governance
25,s43016-020-00208-2,
26,s43016-020-00206-4,
27,s43016-020-00204-6,Biopolymers
28,s43016-020-00204-6,Process chemistry
29,s43016-020-00185-6,Agriculture
30,s43016-020-00185-6,Economics
31,s43016-020-00185-6,Environmental studies
32,s43018-020-00140-1,Cancer
33,s43018-020-00140-1,Cancer genomics
34,s43018-020-00140-1,Non-small-cell lung cancer
35,s43018-020-00140-1,Tumour immunology
36,s43016-020-00192-7,Economics
37,s43016-020-00192-7,Environmental impact
38,s43016-020-00192-7,Socioeconomic scenarios
39,s43016-020-00192-7,Sustainability
40,s43587-020-00001-7,Ageing
41,s43587-020-00001-7,Metabolism
42,s43018-020-00151-y,
43,s43016-020-00179-4,Climate change
44,s43016-020-00179-4,Economics
45,s43016-020-00179-4,Environmental impact
46,s43016-020-00179-4,Nutrition disorders
47,s43018-020-00143-y,Cancer
48,s43018-020-00143-y,Tumour vaccines
49,s43018-020-00139-8,Cancer genetics
50,s43018-020-00139-8,Cancer genomics
51,s43018-020-00139-8,Homologous recombination
52,s43018-020-00139-8,Immunogenetics
53,s43018-020-00139-8,Tumour immunology
54,s43016-020-00181-w,Agriculture
55,s43016-020-00181-w,Climate-change impacts
56,s43016-020-00181-w,Environmental impact
57,s43018-020-00133-0,Antibody therapy
58,s43018-020-00133-0,Cancer
59,s43018-020-00133-0,Cancer therapy
60,s43018-020-00133-0,Immunotherapy
61,s43018-020-00133-0,Tumour immunology
62,s43016-020-00180-x,Biopolymers
63,s43016-020-00180-x,Process chemistry
64,s43017-020-00119-7,
65,s43017-020-00120-0,
66,s43018-020-00155-8,Immunoediting
67,s43018-020-00155-8,Immunosuppression
68,s43018-020-00162-9,
69,s43018-020-00153-w,Cancer genomics
70,s43018-020-00153-w,Immunosurveillance
71,s43247-020-00063-w,Environmental health
72,s43247-020-00063-w,Palaeoclimate
73,s43018-020-00131-2,Cancer genomics
74,s43018-020-00131-2,Epigenomics
75,s43018-020-00131-2,Haematological cancer
76,s43016-020-00171-y,Health care
77,s43016-020-00171-y,Health humanities
78,s43016-020-00171-y,Materials science
79,s43016-020-00171-y,Nanoscience and technology
80,s43016-020-00171-y,Risk factors
81,s43016-020-00160-1,Agriculture
82,s43016-020-00160-1,Chemistry
83,s43016-020-00160-1,Green chemistry
84,s43016-020-00160-1,Sustainability
85,s43017-020-00121-z,Structural geology
86,s43017-020-00121-z,Tectonics
87,s43017-020-00121-z,Volcanology
88,s43016-020-00162-z,Agroecology
89,s43016-020-00162-z,Atmospheric chemistry
90,s43016-020-00162-z,Environmental impact
91,s43016-020-00162-z,Environmental sciences
92,s43016-020-00162-z,Sustainability
0,s41538-020-00070-3,Agriculture
1,s41538-020-00070-3,Small molecules
2,s41550-020-1050-2,Asteroids
3,s41550-020-1050-2, comets and Kuiper belt
4,s41550-020-1050-2,Astrophysical disks
5,s41550-020-1050-2,Astrophysical dust
6,s41550-020-1050-2,Exoplanets
7,s41570-020-0203-2,Atmospheric chemistry
8,s41570-020-0203-2,Green chemistry
9,s41570-020-0203-2,Reaction kinetics and dynamics
10,s41570-020-0203-2,Reaction mechanisms
11,s41570-020-0201-4,Drug discovery and development
12,s41570-020-0201-4,RNA-binding proteins
13,s41570-020-0205-0,Bioconjugate chemistry
14,s41570-020-0205-0,Chemical tools
15,s41570-020-0205-0,Reaction mechanisms
16,s41562-020-0923-9,
17,s41570-020-0198-8,Reaction kinetics and dynamics
18,s41570-020-0198-8,Polymer synthesis
19,s41570-020-0198-8,Polymerization mechanisms
20,s41550-020-1116-1,Cosmology
21,s41550-020-1116-1,Transient astrophysical phenomena
22,s41529-020-00129-2,Corrosion
23,s41529-020-00129-2,Metals and alloys
24,s41562-019-0813-1,Human behaviour
25,s41562-019-0813-1,Psychology
26,s41562-020-0900-3,Human behaviour
27,s41562-020-0900-3,Psychology
28,s41559-020-1237-z,Animal behaviour
29,s41559-020-1237-z,Animal migration
30,s41559-020-1237-z,Animal physiology
31,s41559-020-1237-z,Behavioural ecology
32,s41559-020-1237-z,Conservation biology
33,s41559-020-1237-z,Ecology
34,s41559-020-1237-z,Ecosystem ecology
35,s41559-020-1237-z,Environmental sciences
36,s41559-020-1237-z,Evolutionary ecology
37,s41559-020-1237-z,Macroecology
38,s41559-020-1237-z,Population dynamics
39,s41559-020-1237-z,Scientific community
40,s41559-020-1237-z,Urban ecology
41,s41559-020-1237-z,Zoology
42,s41570-020-0199-7,Coordination chemistry
43,s41570-020-0199-7,Inorganic chemistry
44,s41562-020-0909-7,Economics
45,s41562-020-0909-7,Politics and international relations
46,s41559-020-1190-x,Conferences and meetings
47,s41559-020-1190-x,Freshwater ecology
48,s41550-020-1151-y,Astronomical instrumentation
49,s41550-020-1151-y,Atmospheric dynamics
50,s41550-020-1151-y,Inner planets
51,s41551-020-0587-9,Brain–machine interface
52,s41551-020-0587-9,Motor cortex
53,s41570-020-0192-1,Colloids
54,s41570-020-0192-1,Materials chemistry
55,s41559-020-1191-9,Biodiversity
56,s41559-020-1191-9,Climate-change ecology
57,s41559-020-1191-9,Macroecology
58,s41570-020-0190-3,
59,s41562-020-0894-x,
60,s41550-020-1098-z,Inner planets
61,s41562-020-0892-z,
62,s41551-020-0560-7,Cancer immunotherapy
63,s41551-020-0560-7,Interleukins
64,s41550-020-1105-4,Astronomical instrumentation
65,s41550-020-1105-4,Astrophysical magnetic fields
66,s41550-020-1105-4,High-energy astrophysics
67,s41550-020-1105-4,Time-domain astronomy
68,s41559-020-1213-7,Agriculture
69,s41559-020-1213-7,Biodiversity
70,s41559-020-1213-7,Ecology
71,s41559-020-1213-7,Ecosystem ecology
72,s41559-020-1213-7,Grassland ecology
73,s41528-020-0078-9,Engineering
74,s41528-020-0078-9,Physics
75,s41528-020-00082-9,Materials for devices
76,s41528-020-00082-9,Thermoelectric devices and materials
77,s41529-020-00127-4,Design
78,s41529-020-00127-4, synthesis and processing
79,s41529-020-00127-4,Metals and alloys
80,s41528-020-0080-2,Design
81,s41528-020-0080-2, synthesis and processing
82,s41528-020-0080-2,Materials for devices
83,s41529-020-00125-6,Mechanical engineering
84,s41529-020-00125-6,Theory and computation
0,s41539-020-00072-6,Economics
1,s41539-020-00072-6,Education
2,s41392-020-00339-9,Drug development
3,s41392-020-00339-9,Molecular medicine
4,s41525-020-0131-6,Cancer genomics
5,s41525-020-0131-6,Oncogenesis
6,s41392-020-00344-y,Cancer metabolism
7,s41392-020-00344-y,Cancer therapy
8,s41392-020-00344-y,CNS cancer
9,s41541-019-0151-3,Adjuvants
10,s41541-019-0151-3,Inactivated vaccines
11,s41541-019-0151-3,Live attenuated vaccines
12,s41541-019-0151-3,Viral infection
13,s41541-019-0154-0,Meningitis
14,s41541-019-0154-0,Vaccines
15,s41525-019-0109-4,Dyslipidaemias
16,s41525-019-0109-4,Genetics research
17,s41525-019-0109-4,Pharmacogenetics
18,s41535-019-0206-8,Theory and computation
19,s41535-019-0206-8,Topological insulators
20,s41541-020-0158-9,Malaria
21,s41541-020-0158-9,Protein vaccines
22,s41535-020-0209-5,Superconducting properties and materials
23,s41535-020-0209-5,Topological insulators
24,s41541-020-0157-x,Infectious diseases
25,s41541-020-0157-x,Inflammation
26,s41541-020-0157-x,Urogenital diseases
27,s41541-020-0157-x,Vaccines
28,s41536-019-0086-3,Cell adhesion
29,s41536-019-0086-3,Cell biology
30,s41536-019-0086-3,Gene expression
31,s41536-019-0086-3,Regenerative medicine
32,s41536-019-0086-3,Tissue engineering
33,s41525-019-0107-6,Cancer genomics
34,s41525-019-0107-6,Molecular medicine
35,s41535-019-0203-y,Magnetic properties and materials
36,s41535-019-0203-y,Quantum fluids and solids
37,s41535-020-0210-z,Electronic devices
38,s41535-020-0210-z,Surfaces
39,s41535-020-0210-z, interfaces and thin films
40,s41541-019-0148-y,Tuberculosis
41,s41541-019-0148-y,Vaccines
42,s41535-019-0207-7,Electronic properties and materials
43,s41535-019-0207-7,Magnetic properties and materials
44,s41535-019-0207-7,Topological matter
45,s41541-019-0155-z,Influenza virus
46,s41541-019-0155-z,Live attenuated vaccines
47,s41541-019-0153-1,Cellular immunity
48,s41541-019-0153-1,Humoral immunity
