journal,issn,title,authors,year,volume_issue,publication_date,doi
Molecular Ecology,0962-1083,An analysis of mating biases in trees,Sascha A Ismail; Hanna Kokko,2020,,,10.1111/mec.15312
Molecular Ecology,0962-1083,Polygenic and major-locus contributions to sexual maturation timing in Atlantic salmon,,,,,
Molecular Ecology,0962-1083,CORRIGENDUM,,2022,,,10.1111/mec.16612
Molecular Ecology,0962-1083,Sensory-based quantification of male colour patterns in Trinidadian guppies reveals no support for parallel phenotypic evolution in multivariate trait space,Lengxob Yong; Darren P Croft; Jolyon Troscianko; Indar W Ramnarine; Alastair J Wilson,2022,,,10.1111/mec.16039
Molecular Ecology,0962-1083,Partial reuse of circadian clock genes along parallel clines of diapause in two moth species,Yue Yu; Li-Li Huang; Fang-Sen Xue; Erik B Dopman,2023,,,10.1111/mec.16940
Molecular Ecology,0962-1083,Comparative linkage mapping uncovers recombination suppression across massive chromosomal inversions associated with local adaptation in Atlantic silversides,Maria Akopyan; Anna Tigano; Arne Jacobs; Aryn P Wilder; Hannes Baumann; Nina O Therkildsen,2022,,,
Molecular Ecology,0962-1083,Forward-in-time simulation of chromosomal rearrangements: The invisible backbone that sustains long-term adaptation.,Paul Banse; Juliette Luiselli; David P Parsons; Théotime Grohens; Marco Foley; Leonardo Trujillo; Jonathan Rouzaud-Cornabas; Carole Knibbe; Guillaume Beslon,2024,,,10.1111/mec.17234
Molecular Ecology,0962-1083,Adaptive changes in the genomes of wild rabbits after 16 years of viral epidemics,Nina Schwensow; Stephen Pederson; David Peacock; Brian Cooke; Phillip Cassey,2020,,,
Molecular Ecology,0962-1083,Genome-wide ancestry and introgression in a Zambian baboon hybrid zone,Kenneth L Chiou; Christina M Bergey; Andrew S Burrell; Todd R Disotell; Jeffrey Rogers; Clifford J Jolly; Jane E Phillips-Conroy,2021,,,10.1111/mec.15858
Molecular Ecology,0962-1083,DNA Methylation Associates With Sex-Specific Effects of Experimentally Increased Yolk Testosterone in Wild Nestlings,Bernice Sepers; Suvi Ruuskanen; Tjomme Mastrigt; A Christa Mateman; Kees Oers,2025,,,10.1111/mec.17647
Molecular Ecology,0962-1083,Suppression gene drive in continuous space can result in unstable persistence of both drive and wild-type alleles,Jackson Champer; Isabel K Kim; Samuel E Champer; Andrew G Clark; Philipp W Messer,2021,,,10.1111/mec.15788
Molecular Ecology,0962-1083,"Influence of Paleolithic range contraction, admixture and long-distance dispersal on genetic gradients of modern humans in Asia",,,,,
Molecular Ecology,0962-1083,OrganellarDNAcontinues to provide a rich source of information in the genomics era,Christopher Blair,2023,,,10.1111/mec.16872
Molecular Ecology,0962-1083,Environmental stress during larval development induces DNA methylation shifts in the migratory painted lady butterfly (Vanessa cardui).,Jesper Boman; Yishu Zhu; Lars Höök; Roger Vila; Gerard Talavera; Niclas Backström,2023,,,10.1111/mec.16957
Molecular Ecology,0962-1083,Molecular and behavioural evidence that interdependent photo - and chemosensory systems regulate larval settlement in a marine sponge,Tahsha E Say; Sandie M Degnan,2020,,,10.1111/mec.15318
Molecular Ecology,0962-1083,Molecular Ecology,,2025,,,10.1111/mec.v34.3
Molecular Ecology,0962-1083,Differential priority effects impact taxonomy and functionality of host-associated microbiomes,Jadranka Nappi; Priscila Goncalves; Tahsin Khan; Marwan E Majzoub; Anna Sophia Grobler; Ezequiel M Marzinelli; Torsten Thomas; Suhelen Egan,2023,,,10.1111/mec.16336
Molecular Ecology,0962-1083,Genome-wide methylation in the panmictic European eel ( Anguilla anguilla ),Shenglin Liu; Aja Noersgaard Buur Tengstedt; Magnus W Jacobsen; Jose Martin Pujolar; Bjarni Jónsson; Javier Lobón-Cervià; Louis Bernatchez; Michael M Hansen,2022,,,10.1111/mec.16586
Molecular Ecology,0962-1083,DNA methylation differences between stick insect ecotypes.,Clarissa F de Carvalho; Jon Slate; Romain Villoutreix; Víctor Soria-Carrasco; Rüdiger Riesch; Jeffrey L Feder; Zachariah Gompert; Patrik Nosil,2023,,,10.1111/mec.17165
Molecular Ecology,0962-1083,"Parasites, niche modification and the host microbiome: A field survey of multiple parasites",Kayleigh R O’Keeffe; Fletcher W Halliday; Corbin D Jones; Ignazio Carbone; Charles E Mitchell,2021,,,10.1111/mec.15892
Molecular Ecology,0962-1083,Unexpected post-glacial colonisation route explains the white colour of barn owls (Tyto alba) from the British Isles.,Ana Paula Machado; Tristan Cumer; Christian Iseli; Emmanuel Beaudoing; Anne-Lyse Ducrest; Melanie Dupasquier; Nicolas Guex; Klaus Dichmann; Rui Lourenço; John Lusby; Hans-Dieter Martens; Laure Prévost; David Ramsden; Alexandre Roulin; Jérôme Goudet,2022,,,10.1111/mec.16250
Molecular Ecology,0962-1083,Modelling technical and biological biases in macroinvertebrate community assessment from bulk preservative using multiple metabarcoding markers,,,,,
Molecular Ecology,0962-1083,A palaeogenomic investigation of overharvest implications in an endemic wild reindeer subspecies,Fabian L Kellner; Mathilde Le Moullec; Martin R Ellegaard; Jørgen Rosvold; Bart Peeters; Hamish A Burnett; Åshild Ønvik Pedersen; Jaelle C Brealey; Nicolas Dussex; Vanessa C Bieker; Brage B Hansen; Michael D Martin,2024,,,10.1111/mec.17274
Molecular Ecology,0962-1083,Depletion of MHC supertype during domestication can compromise immunocompetence,Willow Smallbone; Amy Ellison; Simon Poulton; Cock Oosterhout; Joanne Cable,2021,,,10.1111/mec.15763
Molecular Ecology,0962-1083,Genotype–Environment mismatch of kelp forests under climate change,Sofie Vranken; Thomas Wernberg; Armin Scheben; Anita Alice Severn‐Ellis; Jacqueline Batley; Philipp Emanuel Bayer; David Edwards; David Wheeler; Melinda Ann Coleman,2021,,,
Molecular Ecology,0962-1083,"Genetic mixing in conservation translocations increases diversity of a keystone threatened species, Bettongia lesueur.",Heidi M Nistelberger; Emily Roycroft; Anna J Macdonald; Shelley McArthur; Lauren C White; Patrick G S Grady; Jennifer Pierson; Colleen Sims; Saul Cowen; Katherine Moseby; Katherine Tuft; Craig Moritz; Mark D B Eldridge; Margaret Byrne; Kym Ottewell,2023,,,10.1111/mec.17119
Molecular Ecology,0962-1083,Molecular Ecology,,2021,,,10.1111/mec.v30.7
Molecular Ecology,0962-1083,Issue Information,,2024,,,10.1111/mec.17019
Molecular Ecology,0962-1083,The role of multiple Pleistocene refugia in promoting diversification in the Pacific Northwest.,Megan L Smith; Jessica Wallace; David C Tank; Jack Sullivan; Bryan C Carstens,2022,,,10.1111/mec.16595
Molecular Ecology,0962-1083,When does early‐life telomere length predict survival? A case study and meta‐analysis,Justin R Eastwood; Andréaz Dupoué; Kaspar Delhey; Simon Verhulst; Andrew Cockburn; Anne Peters,2023,,,
Molecular Ecology,0962-1083,Gene family expansion of pinewood nematode to detoxify its host defence chemicals.,Wei Zhang; Haiying Yu; Yunxue Lv; Kathryn E Bushley; Jacob D Wickham; Shenghan Gao; Songnian Hu; Lilin Zhao; Jianghua Sun,2020,,,10.1111/mec.15378
Molecular Ecology,0962-1083,An introgression breakthrough left by an anthropogenic contact between two ascidians,,,,,
Molecular Ecology,0962-1083,A tale of two tissues: Probing gene expression in a complex insect-induced gall,Jack C Schultz; Graham N Stone,2022,,,10.1111/mec.16482
Molecular Ecology,0962-1083,Distinct routes to parallel adaptation in a mountain plant,Paul Battlay,2023,,,
Molecular Ecology,0962-1083,Population genomic evidence of selection on structural variants in a natural hybrid zone.,Linyi Zhang; Samridhi Chaturvedi; Chris C Nice; Lauren K Lucas; Zachariah Gompert,2023,,,10.1111/mec.16469
Molecular Ecology,0962-1083,Pleiotropy facilitates parallel adaptation in sticklebacks,Diana J Rennison; Catherine L Peichel,2022,,,10.1111/mec.16335
Molecular Ecology,0962-1083,Long term patterns of association between MHC and helminth burdens in the bank vole support Red Queen dynamics,Magdalena Migalska; Karolina Przesmycka; Mohammed Alsarraf; Anna Bajer; Jolanta Behnke‐Borowczyk; Maciej Grzybek; Jerzy M Behnke; Jacek Radwan,2022,,,10.1111/mec.16486
Molecular Ecology,0962-1083,Functional differentiation and complementation of alkaline phosphatases and choreography of DOP scavenging in a marine diatom.,Kaidian Zhang; Jiashun Li; Jierui Wang; Xin Lin; Ling Li; Yanchun You; Xiaomei Wu; Zhi Zhou; Senjie Lin,2022,,,10.1111/mec.16475
Molecular Ecology,0962-1083,"Trade-offs between reducing complex terminology and producing accurate interpretations from environmental DNA: Comment on ""Environmental DNA: What's behind the term?"" by Pawlowski et al., (
2020).",Naiara Rodriguez-Ezpeleta; Olivier Morissette; Colin W Bean; Shivakumara Manu; Pritam Banerjee; Anaïs Lacoursière-Roussel; Kingsly C Beng; S Elizabeth Alter; Fabian Roger; Luke E Holman; Kathryn A Stewart; Michael T Monaghan; Quentin Mauvisseau; Luca Mirimin; Owen S Wangensteen; Caterina M Antognazza; Sarah J Helyar,2021,,,10.1111/mec.15942
Molecular Ecology,0962-1083,Spatial predictors of genomic and phenotypic variation differ in a lowland Middle American bird (Icterus gularis),Moreira LR; Smith BT; Hernandez-Banos BE,2020,,,10.1111/mec.15536
Molecular Ecology,0962-1083,Testing for adaptive changes linked to range expansion following a single introduction of the fall webworm,Jin-Xu Dai; Li-Jun Cao; Jin-Cui Chen; Fangyuan Yang; Xiu-Jing Shen; Li-Jun Ma; Ary Anthony Hoffmann; Min Chen; Shu-Jun Wei,2024,,,10.1111/mec.17038
Molecular Ecology,0962-1083,Diversity of Fusarium community assembly shapes mycotoxin accumulation of diseased wheat heads.,,,,,
Molecular Ecology,0962-1083,The influence of parasite load on transcriptional activity and morphology of a cestode and its ant intermediate host,Tom Sistermans; Juliane Hartke; Marah Stoldt; Romain Libbrecht; Susanne Foitzik,2023,,,10.1111/mec.16995
Molecular Ecology,0962-1083,Species pool and local assembly processes drive β diversity of ammonia-oxidizing and denitrifying microbial communities in rivers along a latitudinal gradient.,Xiang Xiong; Lian Feng; Jieya Huang; Wenjie Wan; Yuyi Yang; Wenzhi Liu,2024,,,10.1111/mec.17516
Molecular Ecology,0962-1083,Parallel gene expression evolution in natural and laboratory evolved populations,Sheng-Kai Hsu; Chaimae Belmouaden; Viola Nolte; Christian Schlötterer,2021,,,10.1111/mec.15649
Molecular Ecology,0962-1083,Geographical contrasts of Y-chromosomal haplogroups from wild and domestic goats reveal ancient migrations and recent introgressions.,James Kijas; Isaäc J Nijman; Benjamin D Rosen; Philippe Bardou; Thomas Faraut; Tristan Cumer; Kevin G Daly; Zhuqing Zheng; Yudong Cai; Hojjat Asadollahpour; Bengi Çınar Kul; Wei-Yi Zhang; Guangxin E; A Ayin; Hayley Baird; Meirat Bakhtin; Valentin A Bâlteanu; Diana Barfield; Beate Berger; Thor Blichfeldt; Geert Boink; Sri R A Bugiwati; Zexi Cai,2022,,,10.1111/mec.16579
Molecular Ecology,0962-1083,Sex‐specific expression and DNA methylation in a species with extreme sexual dimorphism and paternal genome elimination,Stevie A Bain; Hollie Marshall; Andrés G Filia; Dominik R Laetsch; Filip Husnik; Laura Ross,2021,,,
Molecular Ecology,0962-1083,Genomic evidence of an ancient inland temperate rainforest in the Pacific Northwest of North America,Megan Ruffley; Megan L Smith; Anahí Espíndola; Daniel F Turck; Niels Mitchell; Bryan Carstens; Jack Sullivan; David C Tank,2022,,,
Molecular Ecology,0962-1083,A framework for understanding gene expression plasticity and its influence on stress tolerance,Rivera HE; Aichelman HE; Fifer JE; Kriefall NG; Wuitchik DM; Wuitchik SJS; Davies SW,2021,,,10.1111/mec.15820
Molecular Ecology,0962-1083,Illuminating the mysteries of wolf history,Rena M Schweizer; Robert K Wayne,2020,,,10.1111/mec.15438
Molecular Ecology,0962-1083,Host plant diet affects growth and induces altered gene expression and microbiome composition in the wood white (Leptidea sinapis) butterfly,Nasvall K; Mrazek V; Backstrom N; Wiklund C; Kunstner A; Busch H; Talla V; Vila R,2021,,,10.1111/mec.15745
Molecular Ecology,0962-1083,The genetic basis of animal behavioural diversity in natural populations,,,,,
Molecular Ecology,0962-1083,The influence of gene flow on population viability in an isolated urban caracal population,Christopher C Kyriazis; Laurel E K Serieys; Jacqueline M Bishop; Marine Drouilly; Storme Viljoen; Robert K Wayne; Kirk E Lohmueller,2024,,,10.1111/mec.17346
Molecular Ecology,0962-1083,Genomic and phenotypic effects of inbreeding across two different hatchery management regimes in Chinook salmon,Charles D Waters; Jeffrey J Hard; David E Fast; Curtis M Knudsen; William J Bosch; Kerry A Naish,2020,,,10.1111/mec.15356
Molecular Ecology,0962-1083,Local adaptation of Pinus leiophylla under climate and land use change models in the Avocado Belt of Michoacán,Vanessa Izaguirre-Toriz; Jonás A Aguirre-Liguori; María Camila Latorre-Cárdenas; Eugenio Y Arima; Antonio González-Rodríguez,2024,,,10.1111/mec.17424
Molecular Ecology,0962-1083,"Phenotypic plasticity for improved light harvesting, in tandem with methylome repatterning in reef-building corals",Kelly Gomez-Campo; Robersy Sanchez; Isabel Martinez-Rugerio; Xiaodong Yang; Tom Maher; C Cornelia Osborne; Susana Enriquez; Iliana B Baums; Sally A Mackenzie; Roberto Iglesias-Prieto,2024,,,10.1111/mec.17246
Molecular Ecology,0962-1083,Signals of selection and ancestry in independently feral Gallus gallus populations,E Gering; M Johnsson; D Theunissen; M L Martin Cerezo; A Steep; T Getty; R Henriksen; D Wright,2024,,,10.1111/mec.17336
Molecular Ecology,0962-1083,Cryptic lineages respond differently to coral bleaching,Matías Gómez‐Corrales; Carlos Prada,2020,,,
Molecular Ecology,0962-1083,"Corridor-based approach with spatial cross-validation reveals scale-dependent effects of geographic distance, human footprint and canopy cover on grizzly bear genetic connectivity.",Eric C Palm; Erin L Landguth; Zachary A Holden; Casey C Day; Clayton T Lamb; Paul F Frame; Andrea T Morehouse; Garth Mowat; Michael F Proctor; Michael A Sawaya; Gordon Stenhouse; Jesse Whittington; Katherine A Zeller,2023,,,10.1111/mec.17098
Molecular Ecology,0962-1083,Little evidence for genetic variation associated with susceptibility to sea star wasting syndrome in the keystone species Pisaster ochraceus,Andrea R Burton; Sarah A Gravem; Felipe S Barreto,2022,,,10.1111/mec.16212
Molecular Ecology,0962-1083,“Everything is not everywhere”: Time-calibrated phylogeography of the genus Milnesium (Tardigrada),Witold Morek; Bartłomiej Surmacz; Alejandro López-López; Łukasz Michalczyk,2021,,,10.1111/mec.15951
Molecular Ecology,0962-1083,Genetic structure and historic demography of endangered unarmoured threespine stickleback at southern latitudes signals a potential new management approach,,,,,
Molecular Ecology,0962-1083,Heritable differences in abundance of bacterial rhizosphere taxa are correlated with fungal necrotrophic pathogen resistance,Cloe S Pogoda; Kyle G Keepers; Stephan Reinert; Zahirul I Talukder; Brian C Smart; Ziv Attia; Jason A Corwin; Kennedy L Money; Erin C E Collier-zans; William Underwood; Thomas J Gulya; C Alisha Quandt; Nolan C Kane; Brent S Hulke,2024,,,10.1111/mec.17218
Molecular Ecology,0962-1083,Towards a unified framework to study causality in Earth-life systems.,Greer A Dolby,2021,,,10.1111/mec.16142
Molecular Ecology,0962-1083,Meta-analysis shows both congruence and complementarity of DNA and eDNA metabarcoding to traditional methods for biological community assessment,François Keck; Rosetta C Blackman; Raphael Bossart; Jeanine Brantschen; Marjorie Couton; Samuel Hürlemann; Dominik Kirschner; Nadine Locher; Heng Zhang; Florian Altermatt,2022,,,10.1111/mec.16364
Molecular Ecology,0962-1083,Adaptive variation in homologue number within transcript families promotes expression divergence in reef-building coral,Bradford Dimos; Madison Emery; Kelsey Beavers; Nicholas MacKnight; Marilyn Brandt; Jeffery Demuth; Laura Mydlarz,2022,,,10.1111/mec.16414
Molecular Ecology,0962-1083,Successful Invasion Into New Environments Without Evidence of Rapid Adaptation by a Predatory Marine Gastropod.,Blair P Bentley; Brian S Cheng; Reid S Brennan; John D Swenson; Jamie L Adkins; Andrew R Villeneuve; Lisa M Komoroske,2024,,,10.1111/mec.17575
Molecular Ecology,0962-1083,Molecular Ecology,,2022,,,10.1111/mec.v31.23
Molecular Ecology,0962-1083,Spatiotemporal patterns of avian host-parasite interactions in the face of biogeographical range expansions,Bodawatta KH; Marki PZ; Jonsson KA; Synek P; Albrecht T; Munclinger P; Bos N; Poulsen M; Garcia-del-Rey E; Koane B; Lifjeld J; Sam K,2020,,,10.1111/mec.15486
Molecular Ecology,0962-1083,A test of island biogeographic theory applied to estimates of gene flow in a Fijian bird is largely consistent with neutral expectations,Gyllenhaal EF; Mapel XM; Andersen MJ; Naikatini A; Moyle RG,2020,,,10.1111/mec.15625
Molecular Ecology,0962-1083,Genome‐wide sequence data show no evidence of hybridization and introgression among pollinator wasps associated with a community of Panamanian strangler figs,Jordan D Satler; Edward Allen Herre; Tracy A Heath; Carlos A Machado; Adalberto Gómez Zúñiga; John D Nason,2022,,,
Molecular Ecology,0962-1083,Orchid-mycorrhizal fungi interactions reveal a duality in their network structure in two European regions differing in climate,,,,,
Molecular Ecology,0962-1083,Phylogenetic and geographical analysis of a retrovirus during the early stages of endogenous adaptation and exogenous spread in a new host,Bonnie L Quigley; Faye Wedrowicz; Fiona Hogan; Peter Timms,2021,,,
Molecular Ecology,0962-1083,Not All Bark Beetles Smell the Same : Population-Level Functional Olfactory Polymorphisms in Ips typographus Pheromone Receptor ItypOR33,Jibin Johny; Souleymane Diallo; Krystyna Nadachowska-Brzyska; Antonioni Acacio Campos Moliterno; Amit Roy; Blanka Kalinová; Ewald Große-Wilde; Fredrik Schlyter,2025,,,10.1111/mec.17693
Molecular Ecology,0962-1083,Genotypic variation in Norway spruce correlates to fungal communities in vegetative buds,Malin Elfstrand; Linghua Zhou; John Baison; Åke Olson; Karl Lundén; Bo Karlsson; Harry X Wu; Jan Stenlid; M Rosario García‐Gil,2020,,,
Molecular Ecology,0962-1083,Sexually selected differences in warbler plumage are related to a putative inversion on the Z chromosome,Peter O Dunn; Nicholas D Sly; Corey R Freeman-Gallant; Amberleigh E Henschen; Christen M Bossu; Kristen C Ruegg; Piotr Minias; Linda A Whittingham,2024,,,10.1111/mec.17525
Molecular Ecology,0962-1083,Sex differences in deleterious genetic variants in a haplodiploid social insect,Sara E Miller; Michael J Sheehan,2023,,,10.1111/mec.17057
Molecular Ecology,0962-1083,Intraspecific genomic variation and local adaptation in a young hybrid species.,Angélica Cuevas; Mark Ravinet; Glenn-Peter Saetre; Fabrice Eroukhmanoff,2021,,,10.1111/mec.15760
Molecular Ecology,0962-1083,Cladocopium community divergence in two Acropora coral hosts across multiple spatial scales,Sarah W Davies; Kelsey N Moreland; Drew C Wham; Matt R Kanke; Mikhail V Matz,2020,,,10.1111/mec.15668
Molecular Ecology,0962-1083,Multiple genomic solutions for local adaptation in two closely related species (sheep and goats) facing the same climatic constraints,Badr Benjelloun; Kevin Leempoel; Frédéric Boyer; Sylvie Stucki; Ian Streeter; Pablo Orozco-terWengel; Florian J Alberto; Bertrand Servin; Filippo Biscarini; Adriana Alberti; Stefan Engelen; Alessandra Stella; Licia Colli; Eric Coissac; Michael W Bruford; Paolo Ajmone-Marsan; Riccardo Negrini; Laura Clarke; Paul Flicek; Abdelkader Chikhi,2024,,,10.1111/mec.17257
Molecular Ecology,0962-1083,Corals in the hottest reefs in the world exhibit symbiont fidelity not flexibility.,Emily J Howells; Andrew G Bauman; Grace O Vaughan; Benjamin C C Hume; Christian R Voolstra; John A Burt,2020,,,10.1111/mec.15372
Molecular Ecology,0962-1083,Wolbachia modulates prevalence and viral load of Culex pipiens densoviruses in natural populations.,,,,,
Molecular Ecology,0962-1083,Origin and expansion of the world’s most widespread pinniped: Range-wide population genomics of the harbour seal (Phoca vitulina),Xiaodong Liu; Suzanne Rønhøj Schjøtt; Sandra M Granquist; Aqqalu Rosing-Asvid; Rune Dietz; Jonas Teilmann; Anders Galatius; Kristina Cammen; Greg O’Corry-Crowe; Karin Harding; Tero Härkönen; Ailsa Hall; Emma L Carroll; Yumi Kobayashi; Mike Hammill; Garry Stenson; Anne Kirstine Frie; Christian Lydersen; Kit M Kovacs; Liselotte W Andersen,2022,,,10.1111/mec.16365
Molecular Ecology,0962-1083,Whole genomes reveal multiple candidate genes and pathways involved in the immune response of dolphins to a highly infectious virus,Kimberley C Batley; Jonathan Sandoval‐Castillo; Catherine M Kemper; Nikki Zanardo; Ikuko Tomo; Luciano B Beheregaray; Luciana M Möller,2021,,,
Molecular Ecology,0962-1083,Temporal Changes in Tasmanian Devil Genetic Diversity at Sites With and Without Supplementation.,Andrea L Schraven; Elspeth A McLennan; Katherine A Farquharson; Andrew V Lee; Katherine Belov; Samantha Fox; Catherine E Grueber; Carolyn J Hogg,2025,,,10.1111/mec.17671
Molecular Ecology,0962-1083,Coping with antagonistic predation risks: Predator-dependent unique responses are dominant in Ceriodaphnia cornuta.,Lei Gu; Shanshan Qin; Yunfei Sun; Jing Huang; Siddiq Akbar; Lu Zhang; Zhou Yang,2022,,,10.1111/mec.16550
Molecular Ecology,0962-1083,Ecology drives the evolution of diverse social strategies in Pseudomonas aeruginosa,Alexandre R T Figueiredo; Andreas Wagner; Rolf Kümmerli,2021,,,10.1111/mec.16119
Molecular Ecology,0962-1083,Limited movement of an avian hybrid zone in relation to regional variation in magnitude of climate change.,Alana Alexander; Mark B Robbins; Jesse Holmes; Robert G Moyle; A Townsend Peterson,2022,,,10.1111/mec.16727
Molecular Ecology,0962-1083,Asymmetric belowground carbon transfer in a diverse tree community,Shifra Avital; Ido Rog; Stav Livne-Luzon; Rotem Cahanovitc; Tamir Klein,2022,,,10.1111/mec.16477
Molecular Ecology,0962-1083,Tissue‐specific transcription patterns support the kinship theory of intragenomic conflict in honey bees (Apis mellifera),David A Galbraith; Rong Ma; Christina M Grozinger,2021,,,
Molecular Ecology,0962-1083,Out of Asia? Expansion of Eurasian Lyme borreliosis causing genospecies display unique evolutionary trajectories,Robert E Rollins; Kozue Sato; Minoru Nakao; Mohammed T Tawfeeq; Fernanda Herrera-Mesías; Ricardo J Pereira; Sergey Kovalev; Gabriele Margos; Volker Fingerle; Hiroki Kawabata; Noémie S Becker,2023,,,10.1111/mec.16805
Molecular Ecology,0962-1083,Hybridization fuelled diversification in Spialia butterflies,,,,,
Molecular Ecology,0962-1083,A glimpse of deep-sea adaptation in chemosynthetic holobionts: Depressurization causes DNA fragmentation and cell death of methanotrophic endosymbionts rather than their deep-sea Bathymodiolinae host,Hao Chen; Minxiao Wang; Mengna Li; Chao Lian; Li Zhou; Xin Zhang; Huan Zhang; Zhaoshan Zhong; Hao Wang; Lei Cao; Chaolun Li,2021,,,10.1111/mec.15904
Molecular Ecology,0962-1083,Determinants of rapid adaptation in species with large variance in offspring production,Kevin Korfmann; Marie Temple-Boyer; Thibaut Sellinger; Aurélien Tellier,2024,,,10.1111/mec.16982
Molecular Ecology,0962-1083,"Resistance and resilience of genetic and phenotypic diversity to ""black swan"" flood events: A retrospective analysis with historical samples of guppies.",Léa Blondel; Ian G Paterson; Paul Bentzen; Andrew P Hendry,2021,,,10.1111/mec.15782
Molecular Ecology,0962-1083,The road not taken: Evolution of tetrodotoxin resistance in the Sierra garter snake (Thamnophis couchii) by a path less travelled,Jessica S Reimche; Robert E del Carlo; Edmund D Brodie; Joel W McGlothlin; Karen Schlauch; Michael E Pfrender; Normand Leblanc; Chris R Feldman,2022,,,
Molecular Ecology,0962-1083,Shifts in functional traits and interactions patterns of soil methane-cycling communities following forest-to-pasture conversion in the Amazon Basin.,Dasiel Obregon Alvarez; Leandro Fonseca de Souza; Lucas William Mendes; Moacir Tuzzin de Moraes; Micaela Tosi; Andressa Monteiro Venturini; Kyle M Meyer; Plínio Barbosa de Camargo; Brendan J M Bohannan; Jorge L Mazza Rodrigues; Kari E Dunfield; Siu Mui Tsai,2023,,,10.1111/mec.16912
Molecular Ecology,0962-1083,Issue Information,,2024,,,10.1111/mec.17006
Molecular Ecology,0962-1083,Emergence of an evolutionary innovation: Gene expression differences associated with the transition between oviparity and viviparity,Foster CSP; Thompson MB; Brandley MC; Whittington CM; Van Dyke JU,2020,,,10.1111/mec.15409
Molecular Ecology,0962-1083,Contrasting impacts of a novel specialist vector on multihost viral pathogen epidemiology in wild and managed bees.,Robyn Manley; Ben Temperton; Mike Boots; Lena Wilfert,2020,,,10.1111/mec.15333
Molecular Ecology,0962-1083,"Horizontal acquisition of Symbiodiniaceae in the Anemonia viridis (Cnidaria, Anthozoa) species complex",Barbara Porro; Thamilla Zamoum; Cédric Mallien; Benjamin C C Hume; Christian R Voolstra; Eric Röttinger; Paola Furla; Didier Forcioli,2021,,,10.1111/mec.15755
Molecular Ecology,0962-1083,Amplification of pathogenic Leptospira infection with greater abundance and co-occurrence of rodent hosts across a counter-urbanizing landscape.,,,,,
Molecular Ecology,0962-1083,Contrasting patterns of local adaptation along climatic gradients between a sympatric parasitic and autotrophic tree species,Sheree J Walters; Todd P Robinson; Margaret Byrne; Grant W Wardell-Johnson; Paul Nevill,2020,,,10.1111/mec.15537
Molecular Ecology,0962-1083,"Adapting to climate with limited genetic diversity: Nucleotide, DNA methylation and microbiome variation among populations of the social spider Stegodyphus dumicola.",Anne Aagaard; Shenglin Liu; Tom Tregenza; Marie Braad Lund; Andreas Schramm; Koen J F Verhoeven; Jesper Bechsgaard; Trine Bilde,2022,,,10.1111/mec.16696
Molecular Ecology,0962-1083,Decreased spatial variation and deterministic processes of bacterial community assembly in the rhizosphere of Phragmites australis across the Middle-Lower Yangtze plain,Rujia He; Jin Zeng; Dayong Zhao; Shuren Wang; Qinglong L Wu,2022,,,10.1111/mec.16298
Molecular Ecology,0962-1083,Age-dependent changes in infidelity in Seychelles warblers,Raj Pant S; Richardson DS; Hammers M; Komdeur J; Dugdale HL; Burke T,2020,,,10.1111/mec.15563
Molecular Ecology,0962-1083,Telomere length is highly heritable and independent of growth rate manipulated by temperature in field crickets,Jelle Boonekamp; Rolando Rodríguez‐Muñoz; Paul Hopwood; Erica Zuidersma; Ellis Mulder; Alastair Wilson; Simon Verhulst; Tom Tregenza,2022,,,
Molecular Ecology,0962-1083,A genomic and morphometric analysis of alpine bumblebees: Ongoing reductions in tongue length but no clear genetic component,Matthew J Christmas; Julia C Jones; Anna Olsson; Ola Wallerman; Ignas Bunikis; Marcin Kierczak; Kaitlyn M Whitley; Isabel Sullivan; Jennifer C Geib; Nicole E Miller‐Struttmann; Matthew T Webster,2022,,,
Molecular Ecology,0962-1083,"Parentage analysis across age cohorts reveals sex differences in reproductive skew in a group-living cichlid fish, Neolamprologus multifasciatus",Aneesh P H Bose; Johanna Dabernig-Heinz; Lukas Koch; Jacqueline Grimm; Sebastian Lang; Bernadett Hegedűs; Taylor Banda; Lawrence Makasa; Alex Jordan; Kristina M Sefc,2022,,,10.1111/mec.16401
Molecular Ecology,0962-1083,Benefits and costs of hosting facultative symbionts in plant-sucking insects: A meta-analysis.,Sharon E Zytynska; Karim Tighiouart; Enric Frago,2021,,,10.1111/mec.15897
Molecular Ecology,0962-1083,Evolutionary signal in the gut microbiomes of 74 bird species from Equatorial Guinea,,,,,
Molecular Ecology,0962-1083,"Concordant patterns of morphological, stable isotope and genetic variation in a recent ecological radiation (Salmonidae: Coregonus spp.).",Moisés A Bernal; Daniel L Yule; Wendylee Stott; Lori Evrard; Thomas E Dowling; Trevor J Krabbenhoft,2022,,,10.1111/mec.16596
Molecular Ecology,0962-1083,Local adaptation across a complex bioclimatic landscape in two montane bumble bee species,Jason M Jackson; Meaghan L Pimsler; Kennan J Oyen; James P Strange; Michael E Dillon; Jeffrey D Lozier,2020,,,10.1111/mec.15376
Molecular Ecology,0962-1083,Mom and dad are not that different after all: Immune modulation as a prerequisite for the evolution of pregnancy,Nuno Monteiro,2023,,,10.1111/mec.16857
Molecular Ecology,0962-1083,"Conservation genomics of an endangered montane amphibian reveals low population structure, low genomic diversity and selection pressure from disease",D R Trumbo; B M Hardy; H J Crockett; E Muths; B R Forester; R G Cheek; S J Zimmerman; S Corey-Rivas; L L Bailey; W C Funk,2023,,,10.1111/mec.17175
